fG,fE,AF,Ngen,drift,fG_EAF,fE_EAF
1.031952211535386,1.021011260010822,0.9,200,-0.1496409177210401,0.8449267061948872,1.0496409177210415
1.0173038388368227,1.0082450595225523,0.6,200,0.17943957145785563,0.2379496782459914,0.42056042854214665
1.015366497670897,1.001468999975328,0.2,200,0.11660391066031725,0.17578147417773005,0.08339608933968044
1.0309691245924635,1.0133729271562573,0.6,200,-0.0742051741077881,0.8182791259394946,0.674205174107787
1.0478097027904214,1.027324531064205,0.9,200,-0.45781238255236445,0.9913822638315424,1.3578123825523618
1.015366497670897,1.0079162487322328,0.4,200,-0.004251938407843048,0.17578147417773005,0.4042519384078415
1.018273895162555,1.0198014661246784,0.8,200,-0.1903669547121647,0.27421665982298654,0.9903669547121746
1.018273895162555,1.0028515928840207,0.1,200,-0.05237664408846843,0.27421665982298654,0.1523766440884685
1.0231380694922265,1.0102745941339617,0.6,200,0.07889598645163878,0.49494236762543325,0.521104013548361
1.0115028766603813,1.0130133580235965,0.7,200,0.04353841683528803,0.09048926840402645,0.6564615831647127
1.015366497670897,1.0029369513595123,0.3,200,0.14336775790577383,0.17578147417773005,0.15663224209423302
1.0134328459541306,1.0000975150623719,0.1,200,0.08512448459949482,0.12714571748643258,0.014875515400499709
1.0163347066330577,1.0054605259173854,0.2,200,-0.08228289197502522,0.20512362768576506,0.2822828919750268
1.0508099980617505,1.0206797721175245,0.8,200,-0.23340669723503077,0.9951171861818902,1.0334066972350393
1.0019080215571126,1.000622951358527,0.2,200,0.1588621307626239,0.014573365012975067,0.0411378692373769
1.015366497670897,1.0055394974045406,0.8,200,0.5137901616143962,0.17578147417773005,0.2862098383856086
1.0173038388368227,1.0050282893240226,0.2,200,-0.06078395904916856,0.2379496782459914,0.26078395904916596
1.02021678370557,1.0063975483055558,0.1,200,-0.2288574622690632,0.3561549280425967,0.32885746226906504
1.0066940180383166,0.9998625599796533,0.3,200,0.29687247329377026,0.03694154427208169,0.0031275267062324634
0.9961948508057158,1.0015740324342495,0.2,200,0.11136026903111014,0.004690095113388404,0.08863973096889079
1.0309691245924635,1.0127731686422083,0.5,200,-0.14460547076076563,0.8182791259394946,0.6446054707607695
1.0458142666249652,1.019352234038713,0.9,200,-0.0683387044868516,0.9874330339478552,0.9683387044868512
1.0339211986009056,1.0181843212672637,0.9,200,-0.011023810146601268,0.8886072135126997,0.911023810146603
1.0143992110708167,1.000474652087081,0.1,200,0.06627302667465389,0.1498453571156621,0.03372697332534973
1.0192448764914566,1.004745499271327,0.2,200,-0.04671330216488252,0.31373554084913735,0.2467133021648789
1.0066940180383166,1.0038318903731243,0.1,200,-0.10122813602945399,0.03694154427208169,0.20122813602945203
1.0057349932563653,1.0001817088264788,0.2,200,0.18091538405351745,0.030727204506665946,0.019084615946490302
1.0241136890844451,1.0110063181237525,0.5,200,-0.057304005191858784,0.5424945246875095,0.5573040051918535
1.0163347066330575,1.004481063935108,0.6,200,0.3664476793654051,0.20512362768575793,0.2335523206346
1.004776882087206,1.0006347975263497,0.1,200,0.0582701946834876,0.02553053364599408,0.0417298053165193
1.0066940180383166,0.9960473569883679,0.1,200,0.2880235087005083,0.03694154427208169,-0.18802350870050782
1.029005759421095,1.0130181456097707,0.9,200,0.24330212307513,0.7546356753370008,0.6566978769248643
1.0339211986009056,1.0198430328614871,0.9,200,-0.0924046987144221,0.8886072135126997,0.9924046987144224
1.015366497670897,1.0035214543910167,0.1,200,-0.0857632484193713,0.17578147417773005,0.18576324841937206
1.0280254794091224,1.0159376070185993,0.9,200,0.09941962870717352,0.7176573005693296,0.8005803712928211
1.0163347066330577,1.0023475482440374,0.4,200,0.27276020084045055,0.20512362768576506,0.1272397991595448
1.00861481192615,1.0040744369013328,0.1,200,-0.11330766294452504,0.05317446165171078,0.21330766294452755
1.0388601182540846,1.020188676172111,0.9,200,-0.1093460714949189,0.9538977414048964,1.0093460714949118
0.9952458280317089,0.997846872818216,0.1,200,0.19777238291274593,0.0038792693249838314,-0.09777238291274523
1.0398507297024948,1.0160097202485843,0.8,200,-0.004129119903762128,0.9615916462104017,0.8041291199037568
1.0192448764914566,1.0016359129015455,0.1,200,0.008271205517388514,0.31373554084913735,0.09172879448261514
1.0115028766603813,1.0009078853941542,0.1,200,0.044626327339629394,0.09048926840402645,0.05537367266036658
1.010539270730128,1.0129449667890946,0.9,200,0.24691402384718103,0.0759777305345043,0.6530859761528159
1.0221633793218083,1.0124432525534617,0.7,200,0.07168430152386832,0.4474815350540352,0.6283156984761298
1.0173038388368227,1.0044108921832269,0.2,200,-0.030059280281723375,0.2379496782459914,0.2300592802817233
1.0241136890844451,1.0094020497186518,0.7,200,0.22209713705785397,0.5424945246875095,0.4779028629421478
1.0173038388368227,1.0058270334038606,0.3,200,-0.0005052782129603695,0.2379496782459914,0.3005052782129573
1.02509023898472,1.012300713930344,0.6,200,-0.021276130112715647,0.5892847834824951,0.6212761301127144
1.029005759421095,1.0171034064155844,0.9,200,0.04208083228725236,0.7546356753370008,0.8579191677127419
1.018273895162555,1.007436472548501,0.4,200,0.01955377915096599,0.27421665982298654,0.38044622084902985
1.0280254794091224,1.015778849704114,0.5,200,-0.29276690453569354,0.7176573005693296,0.7927669045356898
1.0066940180383166,1.0100260631348914,0.5,200,-0.008802643347539774,0.03694154427208169,0.5088026433475437
1.0211896176877788,1.008818413318641,0.3,200,-0.1489850899500986,0.40095874221537586,0.44898508995010367
1.0221633793218083,1.0145331192364584,0.7,200,-0.03141376568515941,0.4474815350540352,0.7314137656851573
