fitness_gm,dAF,state
1.0003680606899377,-0.0006618329195888376,lost
1.0023416374785,-0.0009290477784357385,lost
1.000727823359436,-0.0010456275663114712,fixed
1.0003922998916412,-0.000688677477867199,lost
1.0010342674557606,-0.00045757680481481447,lost
1.0001699078013309,-0.00017592797291250017,lost
1.0149643964759807,-0.002684295253982835,lost
1.0005597075355956,-0.00013181346483096007,fixed
1.0014673860173453,-0.0005323644350984258,fixed
1.0010635039278932,-0.001032933649704726,lost
1.0020791356952554,-9.728026202309259e-05,lost
1.0046764338232086,-0.002607092582016531,lost
1.0057289455279845,-0.0007280984838121996,lost
1.0016058364582507,-0.000691823812318829,lost
1.002446839401591,-0.000936610347555512,lost
1.0056667970668005,-0.000444890906338077,fixed
1.0001646252587575,-5.926034576410757e-05,lost
1.0050289280768565,-6.784305218909425e-05,fixed
1.0008590190141828,-0.0012897601470177715,lost
1.0006605657436005,-0.0004167625667798797,lost
1.0005674834566811,-0.0001579627250486439,lost
1.003291964577252,-0.000553290643893737,lost
1.0045097607233655,-0.00021034537518940455,fixed
1.0018853754809518,-0.0007922672196136189,lost
1.0076199615308707,-0.004100649836698975,lost
1.0139196018049796,-0.0024406358281296803,lost
1.0026808392819002,-0.00041043113397996303,lost
1.014511638895072,-0.0014241855668702106,lost
1.0106462927075108,-2.8240163230255044e-05,lost
1.0031344902667774,-0.00021529825556042796,fixed
1.0044735386711834,-0.00023950237703310303,lost
1.003231091768799,-0.0001314794853676611,fixed
1.0009730259380278,-0.00017635852964212377,fixed
1.0111242076537494,-0.001322100479488546,lost
1.0025186845119392,-0.0014183970444692237,lost
1.0041525187733626,-0.0011558353568851746,lost
1.003900742260355,-9.850362993612872e-05,fixed
1.0036361786315975,-0.00012463023794020528,fixed
1.001271610208911,-0.0003145466976578157,lost
1.0007353101551395,-0.0005787085403289466,lost
1.0051373543980977,-7.662943516758337e-05,fixed
1.0013185207405042,-0.0012011414608552144,lost
1.0072959068720155,-0.0008666335598648201,lost
1.003423342786132,-0.0002878822568137717,fixed
1.0058943388687314,-8.457826701109036e-05,fixed
1.0291239285237475,-0.00010174291916795699,fixed
1.0019397939020327,-0.0012258980046658432,lost
1.0010090821123783,-0.0009878323581366418,lost
1.0013984869399168,-0.00022407009521664703,lost
1.0008364037995487,-0.0019234712253977943,lost
1.0033380828002043,-9.62584182168809e-05,fixed
1.0034244361059528,-7.3206962756465e-05,fixed
1.0015897653359456,-0.00020645168405578133,lost
1.005575244639688,-0.0018542989506307196,lost
1.0030270939821513,-6.668354048377797e-05,fixed
1.0043416787956356,-8.965983059187612e-05,lost
1.0011024590513455,-0.0013446996733062825,lost
1.0016808856412145,-7.095345192115575e-05,lost
1.0034991510239515,-5.5396978166366065e-05,fixed
1.0046601017213421,-0.0019133928302569544,lost
1.001390326831081,-9.852029596828185e-05,fixed
1.0059497990256765,-0.0006106791267746062,lost
1.0024158293689023,-0.00018699111373055935,lost
1.0012758657977627,-0.0002678483341335722,lost
1.003434307500712,-7.960529571332258e-05,lost
1.0037263472833962,-3.54763230997804e-05,lost
1.0014407677227248,-0.0005516448390992131,lost
1.0011582838130433,-0.001464595161133681,lost
1.0035656431553734,-0.0004008188978134556,fixed
1.0039791533836266,-0.00018281160331907673,fixed
1.002261087477985,-0.00022261797368467145,fixed
1.0019830065603423,-3.106361291245811e-05,lost
1.0065408876271866,-4.4565345369027835e-05,fixed
1.0002482343983008,-0.0001713341700888293,lost
1.0033225671521464,-0.0003605972430715689,lost
1.00043136079124,-0.00023806809002995904,lost
1.0029246360539674,-0.0005918946268523161,lost
1.0010877795662856,-0.0005967817027602034,lost
1.0017396910806415,-0.0001599460437396026,fixed
1.0029021477569648,-9.626025400153644e-06,lost
1.0174801439520749,-0.00026254579526201665,fixed
1.0013005292256787,-0.0008648622653718767,lost
1.000247589553818,-0.00026169960229053223,lost
1.0003988668894495,-0.0008355321408068251,lost
1.0135971021628924,-0.0001631410690238121,fixed
1.0075929815747056,-0.00020389761059411658,lost
1.0004393138885468,-0.0003264724248270141,fixed
1.0026074968954128,-0.001126502231520557,lost
1.0009257698120775,-0.00042694462736229326,lost
1.0071380553152414,-0.00014488750387450192,fixed
1.0005406575192777,-0.0001231153077531105,fixed
1.0003972046140543,-7.96292700028789e-05,lost
1.0114110650930552,-2.7532663441325525e-05,fixed
1.006955728926997,-0.004394260477405082,lost
1.0040070353073849,-0.0006932113157620741,lost
1.0042261697675274,-0.0022562021772890564,lost
1.0009081280969832,-5.107362023282256e-05,fixed
1.0039791533836266,-0.0049558125570325975,lost
1.0113154369053285,-1.1885680718808541e-05,fixed
1.002446839401591,-0.0009342328036874781,lost
1.0087402083192767,-0.0003946480800420002,fixed
1.0010666778904127,-0.0002976294041111294,fixed
1.0039245376125732,-0.000284726953555279,fixed
1.0014545890437523,-0.0006920848004748618,lost
1.0060165700704475,-0.002531506754296071,lost
1.014645044001116,-0.002575548033670636,lost
1.0073743088256897,-0.0001516474472346303,fixed
1.0116661178034234,-0.0004987704666412373,lost
1.0123272547969737,-0.00011996297794825111,fixed
1.010997263944212,-0.002428389349815666,lost
1.0001192939482542,-0.0007319407053103952,lost
1.0011131893280742,-0.0008353480168942624,lost
1.0036725033212919,-0.0002481055921965518,fixed
1.0030464452604053,-0.0008212987769440963,lost
1.0005897213212303,-0.00012837372179428603,fixed
1.00059661206871,-0.00012056671169263184,fixed
1.0116619102267441,-0.0005017119429013701,lost
1.0067457756527016,-0.0001449930906593172,fixed
1.0068310962100189,-0.0009480657108772784,lost
1.002709631683878,-0.0003836537475636146,lost
1.0038819127336855,-0.0006971108018368694,lost
1.0024019922496592,-0.0001276944164323832,fixed
1.0064233368995568,-0.00012273011985169577,fixed
1.003434307500712,-0.00012721699897369856,fixed
1.003897788114828,-0.0019143294271782756,lost
1.0019080215571126,-0.0005125843516729672,lost
1.000325343628818,-0.0007629488389729578,lost
1.0013723102507242,-0.0015208583876709693,lost
1.000486394679122,-0.0010142564826206525,lost
1.003190251157914,-0.0002892420568408454,lost
1.0056639907383125,-0.0014667107937518169,lost
1.0020591714279294,-0.001134418037060745,lost
1.0013709003426428,-1.1538410008443086e-05,lost
1.0025980200129259,-5.076829044468231e-05,fixed
1.0067504597310084,-0.0020414002196404877,lost
1.003637463564177,-0.0003161075346841374,lost
1.0009441105386212,-0.0009266499735630609,lost
1.0083503243537828,-0.000316055548925128,lost
1.0057509032217151,-2.3128051058475017e-05,fixed
1.0003026177789034,-0.0005990028115212136,lost
1.000298822631707,-0.00013935492139142877,lost
1.0021808930908533,-0.0005561843096320478,lost
1.003688294169636,-0.001588341763767273,lost
1.0021934406953292,-7.328909070606395e-05,lost
1.00242196833475,-9.697329573678579e-05,lost
1.000212294646697,-0.0010762132026119959,lost
1.0067164810753866,-0.0005821712220044393,lost
1.002511310697718,-0.0002492140906869424,lost
1.0042563669236317,-0.00031134948811936447,fixed
1.00174017234208,-0.00042678618694432744,lost
1.0056222268927757,-6.0022795418168176e-05,fixed
1.0036962406259953,-0.00011266351606565026,fixed
1.004504415679857,-1.974435318429504e-05,fixed
1.0154356248549576,-0.0032194719896300947,lost
1.0061797504093546,-0.0002209899412278478,fixed
1.004520130526112,-0.0003753879438851468,lost
1.0004839250732875,-0.00035248694030601355,lost
1.0022900625119975,-0.0032210133543572324,lost
1.000564124619449,-0.0024055688270788874,lost
1.0028836112570805,-8.5289957514416e-05,fixed
1.0124034770430475,-7.104714883153809e-05,fixed
1.0022430767465558,-3.372733342722216e-05,fixed
1.0008747877230875,-0.00020431128901385532,lost
1.005529041093637,-0.00025627984914283156,fixed
1.009147654506203,-8.028029099190306e-05,fixed
1.000577804318001,-0.0028299440563163535,lost
1.0056929253285944,-1.96767454844934e-05,fixed
1.0011737366571642,-8.011482100422854e-05,fixed
1.0171653348207883,-0.002646120343400222,lost
1.0082029049478176,-0.0013218881144391435,lost
1.0004199567906717,-0.0001609116227011349,lost
1.0032360783854029,-0.0005065916971297698,lost
1.016425782293026,-0.001289438398648787,lost
1.0012385609267545,-0.0013959063082024906,lost
1.0067584376106609,-0.00015342391428578833,fixed
1.0013723102507242,-0.00023983323761370175,lost
1.0022564990253562,-0.0001155460353254533,lost
1.0101909585266338,-3.910613685460983e-05,fixed
1.0002879876230264,-0.0002156009099809558,lost
1.0082601041894599,-0.0005112032582896593,lost
1.0034788778572825,-0.001074571847837801,lost
1.001559419206005,-0.00013690738203729166,lost
1.008245916085379,-0.00023128069437802846,fixed
1.0013246290443538,-0.003804527467098113,lost
1.000320961193336,-0.0013120684360218159,lost
1.0033938979515546,-2.361024356991654e-05,lost
1.0012888051992945,-0.00024490422071066144,lost
1.0134989556541132,-0.00018102586708686603,fixed
1.004442872039064,-3.5856972551533424e-05,fixed
1.0034877183887352,-0.00036765242686109524,fixed
1.003536244470606,-0.0009511012994293644,lost
1.006012353004906,-0.00018904578083490914,fixed
1.002346441541189,-0.001268367767726415,lost
1.0031702975211783,-7.898423045916822e-05,fixed
1.000554282510161,-0.0005581343985664991,lost
1.0073584939232285,-0.001371616644741908,lost
1.001713625499609,-0.00031554734028695715,fixed
1.0003060184988755,-0.00022551994753075054,lost
1.0014738693147194,-0.0002743259295400469,lost
1.000476664467441,-0.0005337793544759223,lost
1.0003638454879484,-1.6688500220157776e-05,lost
1.0057654244415197,-0.0003073706986101228,fixed
1.0063258909936081,-0.0006183295435706829,lost
1.0064027888870684,-6.861134494194187e-05,fixed
1.0011219251206476,-0.0015122505102204125,lost
1.0115876331967075,-0.003873596422883989,lost
1.0023855955106329,-0.0027389636332256543,lost
1.0026658425810642,-0.0007917435467141841,lost
1.0006761872335987,-0.0015343209265426228,lost
1.0055875320939098,-0.00034029465679677164,lost
1.0040070353073849,-0.000902912436557198,lost
1.015111083724647,-0.0010631542653773767,lost
1.0125781434252525,-0.002790195624702468,lost
1.0022967516158814,-0.000834230827256279,lost
1.0015636832436847,-0.0010587957446890255,lost
1.0013475187341687,-0.00015937717162470394,fixed
1.003897788114828,-0.0009977495112622338,lost
1.0001795079736668,-0.0003724880063413432,lost
1.0012110206915943,-0.00028046886047351137,lost
1.0024750799201179,-5.5965743707724646e-05,fixed
1.0053617588847437,-0.0006089278287375933,lost
1.0022189740965115,-0.0011409090922004865,lost
1.0034718376352159,-0.00045859776881501733,fixed
1.0044712941029492,-0.0006310191383455801,lost
1.0028705838309868,-0.0006202606297390976,lost
1.0058943388687314,-0.00044312302494681167,lost
1.0020176558716851,-0.0002367455336274812,fixed
1.0011891126664763,-0.00034060633419301134,lost
1.0017491052479917,-2.2689188047685834e-05,fixed
1.0087537722852538,-0.0006605265441105346,lost
1.0009801735345771,-0.00033030489876826707,lost
1.0049377413509128,-8.313151931069742e-05,fixed
1.0072752804423335,-0.00013083182276306765,fixed
1.0039245376125732,-0.001884307891527984,lost
1.0030792531191917,-0.00019152540196095273,fixed
1.010413650695735,-0.0004386042539062602,fixed
1.0011701341323063,-0.00044518164352869377,lost
1.0007967811596803,-0.0007667199097944631,lost
1.0025266741233942,-2.007377827291133e-06,fixed
1.0036808463009135,-0.0005748781692049459,lost
1.00273992416054,-0.00013936423452125198,fixed
1.0026545286622277,-0.00012884583571712407,fixed
1.0043815978483148,-3.581223741423292e-05,fixed
1.0019134938949044,-9.012614524424402e-05,fixed
1.0024384924841285,-0.000476725712601725,lost
1.0003828450729189,-0.0005267755674151975,lost
1.0004650358020002,-0.002047656300910611,lost
1.0010327731577768,-0.00017826910864432333,fixed
1.000666726917525,-0.0024623085674292445,lost
1.0140769870215787,-5.623741961815661e-06,fixed
1.0026027498276244,-0.00013258897778494936,lost
1.0024608786430205,-0.0004492560760914742,lost
1.0006485788064332,-0.0033118219613370043,lost
1.0056831801137376,-0.0024824909829420966,lost
1.004280741004723,-4.955316575154534e-05,fixed
1.0021414207910113,-0.0010645697567732324,lost
1.0073965642378264,-0.0006078224186814291,lost
1.006631771697758,-3.644709591390146e-05,fixed
1.0006111493667738,-0.0012997110031722566,lost
1.002738050067804,-0.0001307596085053929,lost
1.003953094507868,-0.00010436143648763923,fixed
1.002409721445244,-0.00039286314292909415,fixed
1.000212294646697,-0.0003052315235000022,lost
1.0111717182939377,-0.0013649781363509897,lost
1.0021630201371015,-0.000659399308364808,lost
1.00058310682026,-7.532968100286483e-05,lost
1.0101680700466298,-8.494947549443732e-05,fixed
1.0166328027830116,-0.002489345576531056,lost
1.0014524778836196,-0.0006359918105140129,lost
1.002236329201468,-0.0007266562668659566,fixed
1.0027721808782468,-1.9583523275363394e-05,lost
1.000775179807292,-0.0004976706379657757,lost
1.0027074935463431,-0.0014103653443553466,lost
1.0038196836604873,-4.371372122702055e-05,lost
1.0079922124864256,-0.0003121939572470485,fixed
1.0005209563052946,-0.0004174947662047425,lost
1.00701289792359,-0.0002594163578163611,fixed
1.0002413207075997,-0.0010984550304514432,lost
1.0039299316305699,-0.00014192019290256385,fixed
1.0016167322810672,-0.0036892475098694315,lost
1.002941044639952,-0.00027904577312941315,lost
1.0025792714174306,-0.0019939092613310595,lost
1.0032832413951835,-5.757051661054119e-05,fixed
1.0003680606899377,-2.7360313014216677e-05,lost
1.0029399450081942,-0.0004715653984689608,fixed
1.000501758363922,-0.0005338485098351982,lost
1.02391203856821,-0.00014844576880260213,fixed
1.0053949137945166,-0.00048744206049217403,lost
1.0116011301159211,-0.0004191367990629461,fixed
1.002400617250759,-0.0004191830103921008,fixed
1.0130645912531044,-0.0002711460079218585,lost
1.0019156916293372,-0.0011828387550016596,lost
1.001294640670381,-0.0012247913771637488,lost
1.0079741404289038,-0.0003539149611079112,fixed
1.000501758363922,-0.0006716525246791862,lost
1.000387514819778,-0.00022051587425523625,lost
1.006594766185282,-2.5552613119122637e-05,fixed
1.005219593084249,-0.0010243612725875535,lost
1.000829127708713,-0.0029201307847824425,lost
1.004198246502105,-0.0001596351794238941,fixed
1.0056222268927757,-0.0002594233330883043,fixed
1.0026146500537094,-0.0021101411596249745,lost
1.0004839250732875,-0.0009508823273615136,lost
1.0068310962100189,-0.0027671935408620923,lost
1.001108872249423,-0.00010204831625487816,lost
1.0027411181013417,-0.0005688185920966027,lost
1.003688294169636,-0.0009728744789877634,lost
1.0031427116935079,-0.0001396102603239934,fixed
1.0049111417086642,-5.738837813309297e-05,fixed
1.0007088770067811,-0.00042516699080168537,lost
1.0029196240303178,-0.00015444354710163126,lost
1.0034508869051257,-0.00036666479419266194,lost
1.004999617155491,-0.0005328133944944672,fixed
1.0040639880258024,-0.0009794711631771454,lost
1.0048113306868236,-0.001311034441615781,lost
1.0044830599098897,-6.743790493518126e-05,fixed
1.006795458841425,-0.00014944358889224963,fixed
1.0122744229362353,-0.0016584891657991463,lost
1.0030249590048352,-0.00017471480984864043,lost
1.0035101970908116,-0.00010701723536683493,lost
1.0017344147203968,-0.0005259147809643629,lost
1.0030856848168925,-2.055585328722956e-05,fixed
1.0076393506146946,-0.0013373816692759505,lost
1.0035824770477801,-1.854967405781575e-05,fixed
1.0011846785668013,-0.0009725175302721936,lost
1.0009302878622977,-0.0002827157355638722,lost
1.0006714237534104,-0.0006696421153556016,lost
1.0023975977874306,-0.0014321080772198094,lost
1.0011677447097036,-0.0004058543525083458,lost
1.006446092581366,-5.376168744819483e-05,fixed
1.0028598172220395,-0.0004073987556954384,fixed
1.0097494531305657,-0.001924230270673875,lost
1.0015236864663641,-0.000221216778242028,fixed
1.003057303258568,-0.00025455334459013683,lost
1.002915192237168,-0.0001581638343616244,fixed
1.0059853838177273,-2.198890100167569e-05,fixed
1.0028393375784157,-0.0002864130968272158,fixed
1.0027010993320526,-9.058501761320068e-07,fixed
1.0005940092496377,-0.00010598753339420404,lost
1.0006420254027595,-0.0006377660320174314,lost
1.0013432983166777,-0.004538839706388965,lost
1.0017503406997355,-0.0014205968121183544,lost
1.0023770957645222,-0.000677729629704911,lost
1.0039299316305699,-0.00016856257231528422,lost
1.0023354896556385,-3.680051108902192e-05,lost
1.0029369252564144,-0.002008375657907045,lost
1.0026849586195559,-5.299731989715657e-05,fixed
1.0002731323649263,-0.0006447311242652556,lost
1.0030399674024066,-0.002292040393013918,lost
1.0043416787956356,-0.0016185286691567807,lost
1.0001591281517022,-2.446858408851632e-05,fixed
1.000325343628818,-0.000180803017885245,fixed
1.0026387799779517,-6.528720080820049e-05,fixed
1.0053688654630557,-0.0009578728377353418,lost
1.0048775415218973,-0.00036454801908383805,fixed
1.0052894110073338,-3.864620717347017e-05,fixed
1.0050289280768565,-0.00020616817640161625,fixed
1.0077761353281625,-5.438653374120662e-05,fixed
1.006549448958762,-0.0011943221746874434,lost
1.0015784815105446,-0.0007137949787838944,lost
1.0013220042834805,-0.0008174213378642471,lost
1.0007507555326909,-0.00042474890503514857,lost
1.0026074968954128,-0.0017487626557538061,lost
1.000623136420545,-0.00021631575383495812,lost
1.0029828830875618,-7.366871879424903e-05,fixed
1.0012385609267545,-0.0010922296566813253,lost
1.0024626448840919,-0.0007467686163004256,lost
1.0031609515231776,-0.0001061678821949063,fixed
1.0003808055631536,-0.0002990989302407674,lost
1.00472947455945,-0.00021319967476231678,fixed
1.0007879977436178,-0.0011689351829703275,lost
1.0020615468730587,-3.060689714761948e-05,fixed
1.0019689376517633,-2.927268139279848e-05,fixed
1.0052602185394075,-0.0010090139964134197,lost
1.0064171586610908,-0.0001736051226342952,fixed
1.0003588228802454,-2.9140655250309255e-05,fixed
1.0047205510396715,-0.0002952709355639667,lost
1.0102641233963376,-5.989845112997633e-05,fixed
1.0007250549672249,-0.0002676190784429773,fixed
1.0023407917440177,-2.4752044716101132e-05,fixed
1.006254725016074,-0.00040323460627336233,lost
1.0007879977436178,-0.0001655664666260265,fixed
1.0018705744005936,-0.0001383713588425554,fixed
1.0044846825525293,-0.0002380782454357456,fixed
1.0034748513810767,-0.0003897032937018094,lost
1.0006313924881112,-0.001003299981581815,lost
1.003886435345764,-7.214173166120809e-05,fixed
1.0007448880711485,-0.000702820530418979,lost
1.0006530225771786,-0.0006685514177351233,lost
1.0067108511944658,-0.00034022563304135907,lost
1.006235239971335,-0.002252171268994792,lost
1.0038661661461477,-0.00048241900923282034,lost
1.0009410034511055,-0.0003615790209817597,fixed
1.0046075362120246,-0.00018008411075493092,fixed
1.0057454694620798,-0.0007324941928364704,lost
1.0036777518923923,-7.247588278381835e-05,fixed
1.004044091309942,-0.00023687040324742853,lost
1.0002032406501657,-0.00014467189848959845,lost
1.0007468336746883,-0.00010266181428964011,fixed
1.0023561090457704,-0.0007579721962556202,lost
1.0008121710276894,-0.00023416283914969474,lost
1.0015551783604493,-0.0004058955663694474,lost
1.0019763609362808,-9.58532150417833e-05,fixed
1.0014095172616881,-0.00016048245520212156,fixed
1.0030143291327869,-0.00017311743819655392,fixed
1.0018908159330144,-0.00048124939857271026,fixed
1.0048746067017924,-9.225251741723038e-05,fixed
1.0019397939020327,-9.882618164163785e-05,fixed
1.0007391116116073,-0.0005552295260688537,lost
1.0031569629426662,-0.00014082415336771404,fixed
1.0045144212405615,-2.8070956750986064e-05,fixed
1.0008364037995487,-0.00029386249009014293,lost
1.0010961196085666,-0.0004666404098681611,fixed
1.005337827371522,-0.00022025857693460193,lost
1.0103812435203583,-1.1197363975005908e-05,fixed
1.0029828830875618,-0.00022169566665603907,lost
1.0029569710402968,-0.0002425457924380415,fixed
1.0020591714279294,-0.0009217682059070523,lost
1.00016810968406,-4.723473026339449e-05,fixed
1.0017635902368331,-0.0003456669474528633,fixed
1.0103076543772187,-0.00028635819923208055,fixed
1.0054273518783332,-0.0002671668946976499,fixed
1.0031644498078132,-0.0006311241448218989,lost
1.0017807069352942,-0.00012040470449408413,fixed
1.0002377094948203,-0.0005760786266449392,lost
1.003217868950392,-0.00039258117415935965,lost
1.0002879876230264,-0.0003053561414167229,lost
1.0044952584287732,-0.001745018254753214,lost
1.0021058344287554,-0.0002443767675813778,lost
1.00046961851116,-0.0007027116359503999,lost
1.0014903310005354,-0.0018837081708077844,lost
1.0009379167474846,-7.043302474678402e-05,lost
1.0051651954759062,-0.002757117076612671,lost
1.0137088562954681,-1.3985178838032876e-05,fixed
1.0099084404992114,-0.0005231755676491528,fixed
1.003208840865675,-0.0011149893363940015,lost
1.0027882222126083,-0.00021363417657031342,fixed
1.0041166476160681,-0.000546645347881272,lost
1.0016019106641147,-1.7950489296725186e-05,fixed
1.0047987465865773,-0.001657289203671528,lost
1.0048036325732637,-0.0004391311612017038,fixed
1.0074869456161117,-0.0016596197818111288,lost
1.0053643887561017,-0.0005793030749589932,fixed
1.0058023708878563,-8.9206877903482e-05,fixed
1.008039230739482,-6.129133778833259e-05,fixed
1.0012507511087676,-0.0007354593850031969,lost
1.0007223075552536,-0.0001419312025703729,fixed
1.0031939061083595,-0.0011235196614535587,lost
1.0036128417639834,-7.69232808090399e-05,lost
1.0031127753006315,-6.326919689104318e-05,fixed
1.0002319251381764,-0.0005794785744641283,lost
1.01810264156249,-0.0016268382332992222,lost
1.0080188668385814,-0.00012190726612936235,fixed
1.0022189740965115,-0.0015104229338874877,lost
1.007999883039655,-1.9606823836531226e-05,fixed
1.0032360783854029,-0.0025568483158161276,lost
1.0008551652643582,-0.00018634142686627773,lost
1.0036179526645914,-4.594766778472049e-05,fixed
1.0005708825309874,-0.00011233727577207944,lost
1.0043569458950845,-0.00030507549108146095,fixed
1.0057108786314966,-5.6599500694677835e-05,fixed
1.0012548680020077,-0.00035359862047453937,lost
1.0002142031175478,-0.00020260191833662786,lost
1.001817080890607,-0.00015587261382764641,fixed
1.004776882087206,-0.00011471123906647344,lost
1.0015950865151098,-0.000534529199095665,fixed
1.0081098419307182,-4.297229876521082e-06,lost
1.0036444179224846,-0.001106302066660362,lost
1.0080973148729193,-0.00010154544758728935,fixed
1.0018061247409806,-0.00041638357119301746,fixed
1.0037341684343446,-0.0033041432114492403,lost
1.0039245376125732,-0.00045268112807612243,fixed
1.0008149488118838,-0.0005856659044010126,lost
1.0004434014352483,-0.0004503861258245935,lost
1.0013246290443538,-0.00017937212311482768,fixed
1.002744307036459,-0.0005684284584902786,lost
1.001580975162674,-0.0021217550492233436,lost
1.0026758216691751,-0.00042515145133561983,fixed
